C7057|Disease, Disorder or Finding
C58909|Grade 4 Cranial Nerve IV Intra-Operative Injury, CTCAE
C58441|Cranial Nerve IX Sensory Intra-Operative Injury, CTCAE
C58497|Grade 1 Cranial Nerve IX Sensory Intra-Operative Injury, CTCAE
C58635|Grade 2 Cranial Nerve IX Sensory Intra-Operative Injury, CTCAE
C58773|Grade 3 Cranial Nerve IX Sensory Intra-Operative Injury, CTCAE
C58911|Grade 4 Cranial Nerve IX Sensory Intra-Operative Injury, CTCAE
C58440|Cranial Nerve IX Motor Intra-Operative Injury, CTCAE
C58496|Grade 1 Cranial Nerve IX Motor Intra-Operative Injury, CTCAE
C58634|Grade 2 Cranial Nerve IX Motor Intra-Operative Injury, CTCAE
C58772|Grade 3 Cranial Nerve IX Motor Intra-Operative Injury, CTCAE
C58910|Grade 4 Cranial Nerve IX Motor Intra-Operative Injury, CTCAE
C58443|Cranial Nerve V Motor Intra-Operative Injury, CTCAE
C58499|Grade 1 Cranial Nerve V Motor Intra-Operative Injury, CTCAE
C58637|Grade 2 Cranial Nerve V Motor Intra-Operative Injury, CTCAE
C58775|Grade 3 Cranial Nerve V Motor Intra-Operative Injury, CTCAE
C58913|Grade 4 Cranial Nerve V Motor Intra-Operative Injury, CTCAE
C58444|Cranial Nerve V Sensory Intra-Operative Injury, CTCAE
C58500|Grade 1 Cranial Nerve V Sensory Intra-Operative Injury, CTCAE
C58638|Grade 2 Cranial Nerve V Sensory Intra-Operative Injury, CTCAE
C58776|Grade 3 Cranial Nerve V Sensory Intra-Operative Injury, CTCAE
C58914|Grade 4 Cranial Nerve V Sensory Intra-Operative Injury, CTCAE
C58445|Cranial Nerve VI Intra-Operative Injury, CTCAE
C58501|Grade 1 Cranial Nerve VI Intra-Operative Injury, CTCAE
C58639|Grade 2 Cranial Nerve VI Intra-Operative Injury, CTCAE
C58777|Grade 3 Cranial Nerve VI Intra-Operative Injury, CTCAE
C58915|Grade 4 Cranial Nerve VI Intra-Operative Injury, CTCAE
C58446|Cranial Nerve VII Motor Intra-Operative Injury, CTCAE
C58502|Grade 1 Cranial Nerve VII Motor Intra-Operative Injury, CTCAE
C58778|Grade 3 Cranial Nerve VII Motor Intra-Operative Injury, CTCAE
C58640|Grade 2 Cranial Nerve VII Motor Intra-Operative Injury, CTCAE
C58916|Grade 4 Cranial Nerve VII Motor Intra-Operative Injury, CTCAE
C58448|Cranial Nerve VIII Intra-Operative Injury, CTCAE
C58504|Grade 1 Cranial Nerve VIII Intra-Operative Injury, CTCAE
C58642|Grade 2 Cranial Nerve VIII Intra-Operative Injury, CTCAE
C58780|Grade 3 Cranial Nerve VIII Intra-Operative Injury, CTCAE
C58918|Grade 4 Cranial Nerve VIII Intra-Operative Injury, CTCAE
C58442|Cranial Nerve Or Branch NOS Intra-Operative Injury, CTCAE
C58498|Grade 1 Cranial Nerve Or Branch NOS Intra-Operative Injury, CTCAE
C58774|Grade 3 Cranial Nerve Or Branch NOS Intra-Operative Injury, CTCAE
C58636|Grade 2 Cranial Nerve Or Branch NOS Intra-Operative Injury, CTCAE
C58912|Grade 4 Cranial Nerve Or Branch NOS Intra-Operative Injury, CTCAE
C58447|Cranial Nerve VII Sensory Intra-Operative Injury, CTCAE
C58503|Grade 1 Cranial Nerve VII Sensory Intra-Operative Injury, CTCAE
C58641|Grade 2 Cranial Nerve VII Sensory Intra-Operative Injury, CTCAE
C58779|Grade 3 Cranial Nerve VII Sensory Intra-Operative Injury, CTCAE
C58917|Grade 4 Cranial Nerve VII Sensory Intra-Operative Injury, CTCAE
C58451|Cranial Nerve XII Intra-Operative Injury, CTCAE
C58507|Grade 1 Cranial Nerve XII Intra-Operative Injury, CTCAE
C58645|Grade 2 Cranial Nerve XII Intra-Operative Injury, CTCAE
C58783|Grade 3 Cranial Nerve XII Intra-Operative Injury, CTCAE
C58921|Grade 4 Cranial Nerve XII Intra-Operative Injury, CTCAE
C58449|Cranial Nerve X Intra-Operative Injury, CTCAE
C58505|Grade 1 Cranial Nerve X Intra-Operative Injury, CTCAE
C58643|Grade 2 Cranial Nerve X Intra-Operative Injury, CTCAE
C58781|Grade 3 Cranial Nerve X Intra-Operative Injury, CTCAE
C58919|Grade 4 Cranial Nerve X Intra-Operative Injury, CTCAE
C59013|Esophagus Intra-Operative Injury, CTCAE
C58509|Grade 1 Esophagus Intra-Operative Injury, CTCAE
C58647|Grade 2 Esophagus Intra-Operative Injury, CTCAE
C58785|Grade 3 Esophagus Intra-Operative Injury, CTCAE
C58923|Grade 4 Esophagus Intra-Operative Injury, CTCAE
C59014|Eye NOS Intra-Operative Injury, CTCAE
C58510|Grade 1 Eye NOS Intra-Operative Injury, CTCAE
C58786|Grade 3 Eye NOS Intra-Operative Injury, CTCAE
C58648|Grade 2 Eye NOS Intra-Operative Injury, CTCAE
C58924|Grade 4 Eye NOS Intra-Operative Injury, CTCAE
C58450|Cranial Nerve XI Intra-Operative Injury, CTCAE
C58506|Grade 1 Cranial Nerve XI Intra-Operative Injury, CTCAE
C58644|Grade 2 Cranial Nerve XI Intra-Operative Injury, CTCAE
C58782|Grade 3 Cranial Nerve XI Intra-Operative Injury, CTCAE
C58920|Grade 4 Cranial Nerve XI Intra-Operative Injury, CTCAE
C59012|Duodenum Intra-Operative Injury, CTCAE
C58508|Grade 1 Duodenum Intra-Operative Injury, CTCAE
C58646|Grade 2 Duodenum Intra-Operative Injury, CTCAE
C58784|Grade 3 Duodenum Intra-Operative Injury, CTCAE
C58922|Grade 4 Duodenum Intra-Operative Injury, CTCAE
C59015|Face NOS Intra-Operative Injury, CTCAE
C58511|Grade 1 Face NOS Intra-Operative Injury, CTCAE
C58649|Grade 2 Face NOS Intra-Operative Injury, CTCAE
C58925|Grade 4 Face NOS Intra-Operative Injury, CTCAE
C58787|Grade 3 Face NOS Intra-Operative Injury, CTCAE
C59016|Fallopian Tube Intra-Operative Injury, CTCAE
C58512|Grade 1 Fallopian Tube Intra-Operative Injury, CTCAE
C58650|Grade 2 Fallopian Tube Intra-Operative Injury, CTCAE
C58788|Grade 3 Fallopian Tube Intra-Operative Injury, CTCAE
C58926|Grade 4 Fallopian Tube Intra-Operative Injury, CTCAE
C59017|Gallbladder Intra-Operative Injury, CTCAE
C58513|Grade 1 Gallbladder Intra-Operative Injury, CTCAE
C58651|Grade 2 Gallbladder Intra-Operative Injury, CTCAE
C58789|Grade 3 Gallbladder Intra-Operative Injury, CTCAE
C58927|Grade 4 Gallbladder Intra-Operative Injury, CTCAE
C59018|Gastointestinal Stoma Intra-Operative Injury, CTCAE
C58514|Grade 1 Gastrointestinal Stoma Intra-Operative Injury, CTCAE
C58652|Grade 2 Gastrointestinal Stoma Intra-Operative Injury, CTCAE
C58790|Grade 3 Gastrointestinal Stoma Intra-Operative Injury, CTCAE
C58928|Grade 4 Gastrointestinal Stoma Intra-Operative Injury, CTCAE
C59019|Gingiva Intra-Operative Injury, CTCAE
C58515|Grade 1 Gingiva Intra-Operative Injury, CTCAE
C58653|Grade 2 Gingiva Intra-Operative Injury, CTCAE
C58791|Grade 3 Gingiva Intra-Operative Injury, CTCAE
C58929|Grade 4 Gingiva Intra-Operative Injury, CTCAE
C59024|Heart Intra-Operative Injury, CTCAE
C58516|Grade 1 Heart Intra-Operative Injury, CTCAE
C58654|Grade 2 Heart Intra-Operative Injury, CTCAE
C58792|Grade 3 Heart Intra-Operative Injury, CTCAE
C58930|Grade 4 Heart Intra-Operative Injury, CTCAE
C59025|Hepatic Artery Intra-Operative Injury, CTCAE
C58517|Grade 1 Hepatic Artery Intra-Operative Injury, CTCAE
C58655|Grade 2 Hepatic Artery Intra-Operative Injury, CTCAE
C58793|Grade 3 Hepatic Artery Intra-Operative Injury, CTCAE
C58931|Grade 4 Hepatic Artery Intra-Operative Injury, CTCAE
C59026|Hepatic Vein Intra-Operative Injury, CTCAE
C58518|Grade 1 Hepatic Vein Intra-Operative Injury, CTCAE
C58794|Grade 3 Hepatic Vein Intra-Operative Injury, CTCAE
C58656|Grade 2 Hepatic Vein Intra-Operative Injury, CTCAE
C58932|Grade 4 Hepatic Vein Intra-Operative Injury, CTCAE
C59027|Ileum Intra-Operative Injury, CTCAE
C58519|Grade 1 Ileum Intra-Operative Injury, CTCAE
C58657|Grade 2 Ileum Intra-Operative Injury, CTCAE
C58795|Grade 3 Ileum Intra-Operative Injury, CTCAE
C58933|Grade 4 Ileum, CTCAE
C59028|Inferior Vena Cava Intra-Operative Injury, CTCAE
C58520|Grade 1 Inferior Vena Cava Intra-Operative Injury, CTCAE
C58658|Grade 2 Inferior Vena Cava Intra-Operative Injury, CTCAE
C58796|Grade 3 Inferior Vena Cava Intra-Operative Injury, CTCAE
C58934|Grade 4 Inferior Vena Cava Intra-Operative Injury, CTCAE
C59031|Jejunum Intra-Operative Injury, CTCAE
C58523|Grade 1 Jejunum Intra-Operative Injury, CTCAE
C58661|Grade 2 Jejunum Intra-Operative Injury, CTCAE
C58799|Grade 3 Jejunum Intra-Operative Injury, CTCAE
C58937|Grade 4 Jejunum Intra-Operative Injury, CTCAE
C59032|Joint Intra-Operative Injury, CTCAE
C58524|Grade 1 Joint Intra-Operative Injury, CTCAE
C58662|Grade 2 Joint Intra-Operative Injury, CTCAE
C58800|Grade 3 Joint Intra-Operative Injury, CTCAE
C58938|Grade 4 Joint Intra-Operative Injury, CTCAE
C59029|Inner Ear Intra-Operative Injury, CTCAE
C58521|Grade 1 Inner Ear Intra-Operative Injury, CTCAE
C58659|Grade 2 Inner Ear Intra-Operative Injury, CTCAE
C58797|Grade 3 Inner Ear Intra-Operative Injury, CTCAE
C58935|Grade 4 Inner Ear Intra-Operative Injury, CTCAE
C59033|Jugular Vein Intra-Operative Injury, CTCAE
C58525|Grade 1 Jugular Vein Intra-Operative Injury, CTCAE
C58663|Grade 2 Jugular Vein Intra-Operative Injury, CTCAE
C58801|Grade 3 Jugular Vein Intra-Operative Injury, CTCAE
C58939|Grade 4 Jugular Vein Intra-Operative Injury, CTCAE
C59034|Kidney Intra-Operative Injury, CTCAE
C58526|Grade 1 Kidney Intra-Operative Injury, CTCAE
C58664|Grade 2 Kidney Intra-Operative Injury, CTCAE
C58940|Grade 4 Kidney Intra-Operative Injury, CTCAE
C58802|Grade 3 Kidney Intra-Operative Injury, CTCAE
C59035|Larynx Intra-Operative Injury, CTCAE
C58527|Grade 1 Larynx Intra-Operative Injury, CTCAE
C58665|Grade 2 Larynx Intra-Operative Injury, CTCAE
C58803|Grade 3 Larynx Intra-Operative Injury, CTCAE
C58941|Grade 4 Larynx Intra-Operative Injury, CTCAE
C59036|Lens Intra-Operative Injury, CTCAE
C58528|Grade 1 Lens Intra-Operative Injury, CTCAE
C58666|Grade 2 Lens Intra-Operative Injury, CTCAE
C58804|Grade 3 Lens Intra-Operative Injury, CTCAE
C58942|Grade 4 Lens Intra-Operative Injury, CTCAE
C59037|Ligament Intra-Operative Injury, CTCAE
C58667|Grade 2 Ligament Intra-Operative Injury, CTCAE
C58529|Grade 1 Ligament Intra-Operative Injury, CTCAE
C58805|Grade 3 Ligament Intra-Operative Injury, CTCAE
C58943|Grade 4 Ligament Intra-Operative Injury, CTCAE
C59038|Lingual Nerve Intra-Operative Injury, CTCAE
C58736|Grade 3 Lingual Nerve Intra-Operative Injury, CTCAE
C58598|Grade 2 Lingual Nerve Intra-Operative Injury, CTCAE
C58456|Grade 1 Lingual Nerve Intra-Operative Injury, CTCAE
C58874|Grade 4 Lingual Nerve Intra-Operative Injury, CTCAE
C59040|Liver Intra-Operative Injury, CTCAE
C58531|Grade 1 Liver Intra-Operative Injury, CTCAE
C58669|Grade 2 Liver Intra-Operative Injury, CTCAE
C58807|Grade 3 Liver Intra-Operative Injury, CTCAE
C58945|Grade 4 Liver Intra-Operative Injury, CTCAE
C59039|Lip Or Perioral Area Intra-Operative Injury, CTCAE
C58530|Grade 1 Lip Or Perioral Area Intra-Operative Injury, CTCAE
C58668|Grade 2 Lip Or Perioral Area Intra-Operative Injury, CTCAE
C58806|Grade 3 Lip Or Perioral Area Intra-Operative Injury, CTCAE
C58944|Grade 4 Lip Or Perioral Area Intra-Operative Injury, CTCAE
C59041|Lower Extremity Artery Intra-Operative Injury, CTCAE
C58532|Grade 1 Lower Extremity Artery Intra-Operative Injury, CTCAE
C58670|Grade 2 Lower Extremity Artery Intra-Operative Injury, CTCAE
C58946|Grade 4 Lower Extremity Artery Intra-Operative Injury, CTCAE
C58808|Grade 3 Lower Extremity Artery Intra-Operative Injury, CTCAE
C59042|Lower Extremity Intra-Operative Injury, CTCAE
C58533|Grade 1 Lower Extremity Intra-Operative Injury, CTCAE
C58809|Grade 3 Lower Extremity Intra-Operative Injury, CTCAE
C58671|Grade 2 Lower Extremity Intra-Operative Injury, CTCAE
C58947|Grade 4 Lower Extremity Intra-Operative Injury, CTCAE
C59044|Lung Intra-Operative Injury, CTCAE
C58535|Grade 1 Lung Intra-Operative Injury, CTCAE
C58811|Grade 3 Lung Intra-Operative Injury, CTCAE
C58673|Grade 2 Lung Intra-Operative Injury, CTCAE
C58949|Grade 4 Lung Intra-Operative Injury, CTCAE
C59043|Lower Extremity Vein Intra-Operative Injury, CTCAE
C58534|Grade 1 Lower Extremity Vein Intra-Operative Injury, CTCAE
C58810|Grade 3 Lower Extremity Vein Intra-Operative Injury, CTCAE
C58948|Grade 4 Lower Extremity Vein Intra-Operative Injury, CTCAE
C58672|Grade 2 Lower Extremity Vein Intra-Operative Injury, CTCAE
C59045|Lung Thoracic Nerve Intra-Operative Injury, CTCAE
C58457|Grade 1 Lung Thoracic Nerve Intra-Operative Injury, CTCAE
C58737|Grade 3 Lung Thoracic Nerve Intra-Operative Injury, CTCAE
C58599|Grade 2 Lung Thoracic Nerve Intra-Operative Injury, CTCAE
C58875|Grade 4 Lung Thoracic Nerve Intra-Operative Injury, CTCAE
C59046|Major Visceral Artery Intra-Operative Injury, CTCAE
C58536|Grade 1 Major Visceral Artery Intra-Operative Injury, CTCAE
C58674|Grade 2 Major Visceral Artery Intra-Operative Injury, CTCAE
C58812|Grade 3 Major Visceral Artery Intra-Operative Injury, CTCAE
C58950|Grade 4 Major Visceral Artery Intra-Operative Injury, CTCAE
C59047|Major Visceral Vein Intra-Operative Injury, CTCAE
C58537|Grade 1 Major Visceral Vein Intra-Operative Injury, CTCAE
C58813|Grade 3 Major Visceral Vein Intra-Operative Injury, CTCAE
C58675|Grade 2 Major Visceral Vein Intra-Operative Injury, CTCAE
C58951|Grade 4 Major Visceral Vein Intra-Operative Injury, CTCAE
C59048|Mediastinum Intra-Operative Injury, CTCAE
C58952|Grade 4 Mediastinum Intra-Operative Injury, CTCAE
C58538|Grade 1 Mediastinum Intra-Operative Injury, CTCAE
C58814|Grade 3 Mediastinum Intra-Operative Injury, CTCAE
C58676|Grade 2 Mediastinum Intra-Operative Injury, CTCAE
C59049|Meninges Intra-Operative Injury, CTCAE
C58539|Grade 1 Meninges Intra-Operative Injury, CTCAE
C58677|Grade 2 Meninges Intra-Operative Injury, CTCAE
C58953|Grade 4 Meninges Intra-Operative Injury, CTCAE
C58815|Grade 3 Meninges Intra-Operative Injury, CTCAE
C59050|Middle Ear Intra-Operative Injury, CTCAE
C58540|Grade 1 Middle Ear Intra-Operative Injury, CTCAE
C58678|Grade 2 Middle Ear Intra-Operative Injury, CTCAE
C58954|Grade 4 Middle Ear Intra-Operative Injury, CTCAE
C58816|Grade 3 Middle Ear Intra-Operative Injury, CTCAE
C59051|Muscle Intra-Operative Injury, CTCAE
C58541|Grade 1 Muscle Intra-Operative Injury, CTCAE
C58679|Grade 2 Muscle Intra-Operative Injury, CTCAE
C58817|Grade 3 Muscle Intra-Operative Injury, CTCAE
C58955|Grade 4 Muscle Intra-Operative Injury, CTCAE
C59052|Nails Intra-Operative Injury, CTCAE
C58542|Grade 1 Nails Intra-Operative Injury, CTCAE
C58680|Grade 2 Nails Intra-Operative Injury, CTCAE
C58818|Grade 3 Nails Intra-Operative Injury, CTCAE
C58956|Grade 4 Nails Intra-Operative Injury, CTCAE
C59053|Nasal Cavity Intra-Operative Injury, CTCAE
C58543|Grade 1 Nasal Cavity Intra-Operative Injury, CTCAE
C58681|Grade 2 Nasal Cavity Intra-Operative Injury, CTCAE
C58819|Grade 3 Nasal Cavity Intra-Operative Injury, CTCAE
C58957|Grade 4 Nasal Cavity Intra-Operative Injury, CTCAE
C59054|Nasopharynx Intra-Operative Injury, CTCAE
C58544|Grade 1 Nasopharynx Intra-Operative Injury, CTCAE
C58682|Grade 2 Nasopharynx Intra-Operative Injury, CTCAE
C58820|Grade 3 Nasopharynx Intra-Operative Injury, CTCAE
C58958|Grade 4 Nasopharynx Intra-Operative Injury, CTCAE
C59056|Nose Intra-Operative Injury, CTCAE
C58546|Grade 1 Nose Intra-Operative Injury, CTCAE
C58684|Grade 2 Nose Intra-Operative Injury, CTCAE
C58822|Grade 3 Nose Intra-Operative Injury, CTCAE
C58960|Grade 4 Nose Intra-Operative Injury, CTCAE
C59057|Oral Cavity NOS Intra-Operative Injury, CTCAE
C58547|Grade 1 Oral Cavity NOS Intra-Operative Injury, CTCAE
C58685|Grade 2 Oral Cavity NOS Intra-Operative Injury, CTCAE
C58823|Grade 3 Oral Cavity NOS Intra-Operative Injury, CTCAE
C58961|Grade 4 Oral Cavity NOS Intra-Operative Injury, CTCAE
C59055|Neck NOS Intra-Operative Injury, CTCAE
C58545|Grade 1 Neck NOS Intra-Operative Injury, CTCAE
C58683|Grade 2 Neck NOS Intra-Operative Injury, CTCAE
C58821|Grade 3 Neck NOS Intra-Operative Injury, CTCAE
C58959|Grade 4 Neck NOS Intra-Operative Injury, CTCAE
C59059|Outer Ear NOS Intra-Operative Injury, CTCAE
C58549|Grade 1 Outer Ear NOS Intra-Operative Injury, CTCAE
C58687|Grade 2 Outer Ear NOS Intra-Operative Injury, CTCAE
C58825|Grade 3 Outer Ear NOS Intra-Operative Injury, CTCAE
C58963|Grade 4 Outer Ear NOS Intra-Operative Injury, CTCAE
C59060|Outer Ear Pinna Intra-Operative Injury, CTCAE
C58550|Grade 1 Outer Ear Pinna Intra-Operative Injury, CTCAE
C58688|Grade 2 Outer Ear Pinna Intra-Operative Injury, CTCAE
C58826|Grade 3 Outer Ear Pinna Intra-Operative Injury, CTCAE
C58964|Grade 4 Outer Ear Pinna Intra-Operative Injury, CTCAE
C59061|Ovary Intra-Operative Injury, CTCAE
C58551|Grade 1 Ovary Intra-Operative Injury, CTCAE
C58689|Grade 2 Ovary Intra-Operative Injury, CTCAE
C58827|Grade 3 Ovary Intra-Operative Injury, CTCAE
C58965|Grade 4 Ovary Intra-Operative Injury, CTCAE
C59063|Pancreatic Duct Intra-Operative Injury, CTCAE
C58691|Grade 2 Pancreatic Duct Intra-Operative Injury, CTCAE
C58553|Grade 1 Pancreatic Duct Intra-Operative Injury, CTCAE
C58829|Grade 3 Pancreatic Duct Intra-Operative Injury, CTCAE
C58967|Grade 4 Pancreatic Duct Intra-Operative Injury, CTCAE
C59062|Pancreas Intra-Operative Injury, CTCAE
C58552|Grade 1 Pancreas Intra-Operative Injury, CTCAE
C58690|Grade 2 Pancreas Intra-Operative Injury, CTCAE
C58828|Grade 3 Pancreas Intra-Operative Injury, CTCAE
C58966|Grade 4 Pancreas Intra-Operative Injury, CTCAE
C59064|Parathyroid Intra-Operative Injury, CTCAE
C58554|Grade 1 Parathyroid Intra-Operative Injury, CTCAE
C58692|Grade 2 Parathyroid Intra-Operative Injury, CTCAE
C58968|Grade 4 Parathyroid Intra-Operative Injury, CTCAE
C58830|Grade 3 Parathyroid Intra-Operative Injury, CTCAE
C59058|Oral Intra-Operative Injury, CTCAE
C58548|Grade 1 Oral Intra-Operative Injury, CTCAE
C58824|Grade 3 Oral Intra-Operative Injury, CTCAE
C58962|Grade 4 Oral Intra-Operative Injury, CTCAE
C58686|Grade 2 Oral Intra-Operative Injury, CTCAE
C59065|Parotid Gland Intra-Operative Injury, CTCAE
C58555|Grade 1 Parotid Gland Intra-Operative Injury, CTCAE
C58969|Grade 4 Parotid Gland Intra-Operative Injury, CTCAE
C58693|Grade 2 Parotid Gland Intra-Operative Injury, CTCAE
C58831|Grade 3 Parotid Gland Intra-Operative Injury, CTCAE
C59067|Penis Intra-Operative Injury, CTCAE
C58557|Grade 1 Penis Intra-Operative Injury, CTCAE
C58833|Grade 3 Penis Intra-Operative Injury, CTCAE
C58695|Grade 2 Penis Intra-Operative Injury, CTCAE
C58971|Grade 4 Penis Intra-Operative Injury, CTCAE
C59066|Pelvis Intra-Operative Injury, CTCAE
C58556|Grade 1 Pelvis NOS Intra-Operative Injury, CTCAE
C58694|Grade 2 Pelvis NOS Intra-Operative Injury, CTCAE
C58832|Grade 3 Pelvis NOS Intra-Operative Injury, CTCAE
C58970|Grade 4 Pelvis NOS Intra-Operative Injury, CTCAE
C59069|Peripheral Sensory Nerve NOS Intra-Operative Injury, CTCAE
C58459|Grade 1 Peripheral Sensory Nerve NOS Intra-Operative Injury, CTCAE
C58601|Grade 2 Peripheral Sensory Nerve NOS Intra-Operative Injury, CTCAE
C58739|Grade 3 Peripheral Sensory Nerve NOS Intra-Operative Injury, CTCAE
C58877|Grade 4 Peripheral Sensory Nerve NOS Intra-Operative Injury, CTCAE
C59070|Peritoneal Cavity Intra-Operative Injury, CTCAE
C58558|Grade 1 Peritoneal Cavity Intra-Operative Injury, CTCAE
C58696|Grade 2 Peritoneal Cavity Intra-Operative Injury, CTCAE
C58834|Grade 3 Peritoneal Cavity Intra-Operative Injury, CTCAE
C58972|Grade 4 Peritoneal Cavity Intra-Operative Injury, CTCAE
C59073|Pleura Intra-Operative Injury, CTCAE
C58561|Grade 1 Pleura Intra-Operative Injury, CTCAE
C58699|Grade 2 Pleura Intra-Operative Injury, CTCAE
C58837|Grade 3 Pleura Intra-Operative Injury, CTCAE
C58975|Grade 4 Pleura Intra-Operative Injury, CTCAE
C59071|Pharynx Intra-Operative Injury, CTCAE
C58559|Grade 1 Pharynx Intra-Operative Injury, CTCAE
C58697|Grade 2 Pharynx Intra-Operative Injury, CTCAE
C58835|Grade 3 Pharynx Intra-Operative Injury, CTCAE
C58973|Grade 4 Pharynx Intra-Operative Injury, CTCAE
C59068|Peripheral Motor Nerve NOS Intra-Operative Injury, CTCAE
C58458|Grade 1 Peripheral Motor Nerve NOS Intra-Operative Injury, CTCAE
C58600|Grade 2 Peripheral Motor Nerve NOS Intra-Operative Injury, CTCAE
C58738|Grade 3 Peripheral Motor Nerve NOS Intra-Operative Injury, CTCAE
C58876|Grade 4 Peripheral Motor Nerve NOS Intra-Operative Injury, CTCAE
C59072|Pituitary Intra-Operative Injury, CTCAE
C58560|Grade 1 Pituitary Intra-Operative Injury, CTCAE
C58836|Grade 3 Pituitary Intra-Operative Injury, CTCAE
C58698|Grade 2 Pituitary Intra-Operative Injury, CTCAE
C58974|Grade 4 Pituitary Intra-Operative Injury, CTCAE
C59076|Pulmonary Artery Intra-Operative Injury, CTCAE
C59020|Grade 1 Pulmonary Artery Intra-Operative Injury, CTCAE
C59021|Grade 2 Pulmonary Artery Intra-Operative Injury, CTCAE
C59022|Grade 3 Pulmonary Artery Intra-Operative Injury, CTCAE
C59023|Grade 4 Pulmonary Artery Intra-Operative Injury, CTCAE
C59078|Rectum Intra-Operative Injury, CTCAE
C58565|Grade 1 Rectum Intra-Operative Injury, CTCAE
C58841|Grade 3 Rectum Intra-Operative Injury, CTCAE
C58979|Grade 4 Rectum Intra-Operative Injury, CTCAE
C58703|Grade 2 Rectum Intra-Operative Injury, CTCAE
C59074|Portal Vein Intra-Operative Injury, CTCAE
C58562|Grade 1 Portal Vein Intra-Operative Injury, CTCAE
C58700|Grade 2 Portal Vein Intra-Operative Injury, CTCAE
C58838|Grade 3 Portal Vein Intra-Operative Injury, CTCAE
C58976|Grade 4 Portal Vein Intra-Operative Injury, CTCAE
C59077|Pulmonary Vein Intra-Operative Injury, CTCAE
C58564|Grade 1 Pulmonary Vein Intra-Operative Injury, CTCAE
C58840|Grade 3 Pulmonary Vein Intra-Operative Injury, CTCAE
C58702|Grade 2 Pulmonary Vein Intra-Operative Injury, CTCAE
C58978|Grade 4 Pulmonary Vein Intra-Operative Injury, CTCAE
C59079|Recurrent Laryngeal Nerve Intra-Operative Injury, CTCAE
C58460|Grade 1 Recurrent Laryngeal Nerve Intra-Operative Injury, CTCAE
C58602|Grade 2 Recurrent Laryngeal Nerve Intra-Operative Injury, CTCAE
C58740|Grade 3 Recurrent Laryngeal Nerve Intra-Operative Injury, CTCAE
C58878|Grade 4 Recurrent Laryngeal Nerve Intra-Operative Injury, CTCAE
C59075|Prostate Intra-Operative Injury, CTCAE
C58563|Grade 1 Prostate Intra-Operative Injury, CTCAE
C58701|Grade 2 Prostate Intra-Operative Injury, CTCAE
C58839|Grade 3 Prostate Intra-Operative Injury, CTCAE
C58977|Grade 4 Prostate Intra-Operative Injury, CTCAE
C59080|Retina Intra-Operative Injury, CTCAE
C58566|Grade 1 Retina Intra-Operative Injury, CTCAE
C58704|Grade 2 Retina Intra-Operative Injury, CTCAE
C58842|Grade 3 Retina Intra-Operative Injury, CTCAE
C58980|Grade 4 Retina Intra-Operative Injury, CTCAE
C59081|Sacral Plexus Intra-Operative Injury, CTCAE
C58461|Grade 1 Sacral Plexus Intra-Operative Injury, CTCAE
C58603|Grade 2 Sacral Plexus Intra-Operative Injury, CTCAE
C58741|Grade 3 Sacral Plexus Intra-Operative Injury, CTCAE
C58879|Grade 4 Sacral Plexus Intra-Operative Injury, CTCAE
C59082|Salivary Duct Intra-Operative Injury, CTCAE
C58567|Grade 1 Salivary Duct Intra-Operative Injury, CTCAE
C58705|Grade 2 Salivary Duct Intra-Operative Injury, CTCAE
C58843|Grade 3 Salivary Duct Intra-Operative Injury, CTCAE
